uid,variant_number,gender,days_since_signup,contributor,new_user,non_reader,reader,appearences,active_mins,avg_time_per_user
40048,1,0.0,580,0,0,1,0,13,38.0,2.923076923076923
40049,1,1.0,138,0,0,1,0,23,79.0,3.4347826086956523
40050,1,1.0,2116,0,0,1,0,12,63.0,5.25
40052,1,1.0,1407,0,0,1,0,14,47.0,3.357142857142857
40053,1,1.0,418,0,0,1,0,82,849.0,10.353658536585366
40054,1,0.0,1004,0,0,1,0,6,14.0,2.3333333333333335
40057,1,1.0,644,0,0,0,1,71,1049.0,14.774647887323944
40058,1,1.0,1180,0,0,1,0,34,143.0,4.205882352941177
40059,1,1.0,1768,0,0,1,0,46,227.0,4.934782608695652
40060,1,1.0,104,0,0,1,0,6,9.0,1.5
40061,1,0.0,214,0,0,1,0,6,12.0,2.0
40062,1,0.0,208,0,0,1,0,5,8.0,1.6
40063,1,0.0,645,0,0,1,0,10,31.0,3.1
40064,1,0.0,32,0,0,1,0,3,5.0,1.6666666666666667
40065,1,1.0,1138,0,0,1,0,22,101.0,4.590909090909091
40068,1,1.0,1027,0,0,1,0,86,1191.0,13.848837209302326
40069,1,0.0,736,0,0,1,0,30,138.0,4.6
40070,1,1.0,589,0,0,1,0,13,32.0,2.4615384615384617
40071,1,0.0,257,0,0,1,0,4,10.0,2.5
40072,1,1.0,1051,0,0,1,0,34,118.0,3.4705882352941178
40073,1,0.0,918,0,0,1,0,57,345.0,6.052631578947368
40074,1,1.0,825,0,0,1,0,23,84.0,3.652173913043478
40075,1,1.0,118,0,0,1,0,9,35.0,3.888888888888889
40076,1,1.0,264,0,0,0,1,34,445.0,13.088235294117647
40077,1,1.0,769,0,0,1,0,27,82.0,3.037037037037037
40080,1,1.0,593,0,0,1,0,28,85.0,3.0357142857142856
40081,1,1.0,14,0,1,0,0,1,4.0,4.0
40083,1,1.0,75,0,0,1,0,5,11.0,2.2
40084,1,1.0,1250,0,0,1,0,8,73.0,9.125
40085,1,0.0,8,0,1,0,0,1,24.0,24.0
40087,1,1.0,808,0,0,0,1,54,370.0,6.851851851851852
40088,1,0.0,14,0,1,0,0,1,2.0,2.0
40090,1,0.0,81,0,0,0,1,40,769.0,19.225
40091,1,0.0,37,0,0,1,0,3,10.0,3.3333333333333335
40092,1,1.0,2888,0,0,1,0,71,621.0,8.746478873239436
40093,1,1.0,1768,0,0,0,1,108,2763.0,25.583333333333332
40094,1,1.0,943,0,0,0,1,20,174.0,8.7
40097,1,1.0,2055,0,0,0,1,90,1654.0,18.377777777777776
40098,1,0.0,187,0,0,1,0,3,9.0,3.0
40099,1,0.0,1114,0,0,1,0,3,6.0,2.0
40100,1,1.0,259,0,0,1,0,5,7.0,1.4
40101,1,0.0,632,0,0,1,0,10,43.0,4.3
40102,1,1.0,2326,0,0,1,0,2,38.0,19.0
40103,1,0.0,283,0,0,1,0,8,22.0,2.75
40104,1,1.0,2114,0,0,0,1,65,373.0,5.7384615384615385
40105,1,0.0,394,0,0,1,0,12,35.0,2.9166666666666665
40106,1,1.0,2464,0,0,1,0,10,36.0,3.6
40107,1,0.0,1339,0,0,1,0,10,35.0,3.5
40108,1,0.0,728,0,0,1,0,8,16.0,2.0
40109,1,0.0,1218,0,0,1,0,51,289.0,5.666666666666667
40110,1,0.0,760,0,0,0,1,67,1896.0,28.29850746268657
40111,1,0.0,528,0,0,1,0,7,22.0,3.142857142857143
40112,1,1.0,72,0,0,0,1,3,46.0,15.333333333333334
40113,1,0.0,2024,0,0,1,0,14,85.0,6.071428571428571
40114,1,0.0,756,0,0,0,1,34,316.0,9.294117647058824
40115,1,1.0,399,0,0,1,0,50,359.0,7.18
40118,1,0.0,736,0,0,0,1,63,1078.0,17.11111111111111
40119,1,1.0,277,0,0,1,0,7,34.0,4.857142857142857
40121,1,1.0,35,0,0,1,0,3,22.0,7.333333333333333
40123,1,1.0,735,0,0,1,0,6,15.0,2.5
40125,1,1.0,296,0,0,1,0,10,55.0,5.5
40126,1,0.0,45,0,0,1,0,6,24.0,4.0
40127,1,1.0,16,0,0,1,0,4,45.0,11.25
40128,1,1.0,1730,0,0,1,0,27,133.0,4.925925925925926
40129,1,1.0,14,0,0,1,0,3,4.0,1.3333333333333333
40130,1,1.0,136,0,0,1,0,22,288.0,13.090909090909092
40132,1,1.0,23,0,1,0,0,1,1.0,1.0
40133,1,1.0,2172,0,0,1,0,26,420.0,16.153846153846153
40134,1,1.0,470,0,0,1,0,51,354.0,6.9411764705882355
40136,1,1.0,25,0,1,0,0,2,5.0,2.5
40137,1,1.0,43,0,0,1,0,3,9.0,3.0
40138,1,0.0,1096,0,0,1,0,17,62.0,3.6470588235294117
40139,1,1.0,23,0,1,0,0,2,2.0,1.0
40140,1,1.0,692,0,0,1,0,13,30.0,2.3076923076923075
40141,1,0.0,132,0,0,1,0,5,7.0,1.4
40143,1,0.0,214,0,0,0,1,24,182.0,7.583333333333333
40145,1,1.0,1814,0,0,1,0,2,8.0,4.0
40146,1,1.0,3,0,1,0,0,2,6.0,3.0
40147,1,1.0,480,0,0,1,0,15,68.0,4.533333333333333
40148,1,1.0,104,0,0,1,0,6,17.0,2.8333333333333335
40150,1,0.0,61,0,0,1,0,5,11.0,2.2
40151,1,1.0,142,0,0,1,0,5,28.0,5.6
40153,1,1.0,150,0,0,1,0,5,41.0,8.2
40154,1,1.0,332,0,0,1,0,16,40.0,2.5
40156,1,0.0,583,0,0,1,0,22,79.0,3.590909090909091
40158,1,1.0,249,0,0,1,0,7,29.0,4.142857142857143
40159,1,1.0,183,0,0,1,0,12,38.0,3.1666666666666665
40161,1,0.0,7,0,1,0,0,1,11.0,11.0
40162,1,1.0,2259,0,0,1,0,9,27.0,3.0
40163,1,1.0,2205,0,0,1,0,49,161.0,3.2857142857142856
40164,1,0.0,786,0,0,1,0,3,4.0,1.3333333333333333
40165,1,1.0,82,0,0,1,0,23,893.0,38.82608695652174
40167,1,0.0,1735,0,0,1,0,38,173.0,4.552631578947368
40169,1,1.0,1804,0,0,1,0,25,84.0,3.36
40170,1,0.0,129,0,0,0,1,14,111.0,7.928571428571429
40171,1,1.0,124,0,0,1,0,11,62.0,5.636363636363637
40172,1,1.0,1434,0,0,1,0,3,17.0,5.666666666666667
40173,1,1.0,1889,0,0,1,0,20,331.0,16.55
40174,1,1.0,1266,0,0,1,0,47,343.0,7.297872340425532
40175,1,1.0,1633,0,0,1,0,63,1115.0,17.6984126984127
40176,1,1.0,63,0,0,1,0,17,86.0,5.0588235294117645
40179,1,1.0,819,0,0,1,0,14,27.0,1.9285714285714286
40180,1,1.0,933,0,0,1,0,49,187.0,3.816326530612245
40181,1,0.0,779,0,0,1,0,16,46.0,2.875
40182,1,1.0,1258,0,0,1,0,42,140.0,3.3333333333333335
40183,1,1.0,770,0,0,1,0,60,1024.0,17.066666666666666
40184,1,1.0,211,0,0,1,0,13,37.0,2.8461538461538463
40185,1,0.0,756,0,0,1,0,2,4.0,2.0
40186,1,1.0,2102,0,0,1,0,18,132.0,7.333333333333333
40187,1,1.0,209,0,0,1,0,4,10.0,2.5
40188,1,1.0,2998,0,0,0,1,109,1208.0,11.082568807339449
40189,1,1.0,470,0,0,1,0,14,31.0,2.2142857142857144
40190,1,0.0,174,0,0,0,1,32,396.0,12.375
40191,1,0.0,183,0,0,1,0,7,11.0,1.5714285714285714
40192,1,1.0,1245,0,0,0,1,111,13678.0,123.22522522522523
40193,1,1.0,2077,0,0,1,0,22,37.0,1.6818181818181819
40195,1,1.0,1305,0,0,0,1,105,5305.0,50.523809523809526
40196,1,1.0,117,0,0,1,0,6,10.0,1.6666666666666667
40197,1,1.0,358,0,0,1,0,2,21.0,10.5
40198,1,0.0,2152,0,0,1,0,22,87.0,3.9545454545454546
40200,1,1.0,47,0,0,1,0,5,17.0,3.4
40205,1,1.0,427,0,0,0,1,52,643.0,12.365384615384615
40206,1,1.0,8,0,1,0,0,3,20.0,6.666666666666667
40207,1,0.0,16,0,1,0,0,1,7.0,7.0
40208,1,1.0,13,0,0,1,0,3,7.0,2.3333333333333335
40209,1,1.0,345,0,0,1,0,8,10.0,1.25
40210,1,0.0,937,0,0,1,0,25,88.0,3.52
40211,1,1.0,1623,0,0,0,1,71,2771.0,39.028169014084504
40214,1,1.0,522,0,0,1,0,4,7.0,1.75
40215,1,1.0,597,1,0,0,0,9,72.0,8.0
40217,1,1.0,397,0,0,1,0,25,143.0,5.72
40220,1,1.0,350,0,0,1,0,12,34.0,2.8333333333333335
40221,1,1.0,1010,0,0,1,0,57,241.0,4.228070175438597
40222,1,1.0,709,0,0,1,0,10,64.0,6.4
40224,1,1.0,1077,0,0,1,0,16,42.0,2.625
40225,1,1.0,1106,1,0,0,0,114,7304.0,64.0701754385965
40226,1,1.0,212,0,0,1,0,4,33.0,8.25
40227,1,1.0,6,0,1,0,0,1,6.0,6.0
40228,1,1.0,897,0,0,1,0,14,26.0,1.8571428571428572
40229,1,1.0,897,0,0,1,0,21,48.0,2.2857142857142856
40230,1,1.0,2125,0,0,1,0,9,50.0,5.555555555555555
40231,1,0.0,351,0,0,1,0,12,65.0,5.416666666666667
40234,1,1.0,289,0,0,1,0,10,29.0,2.9
40235,1,1.0,218,0,0,1,0,22,202.0,9.181818181818182
40236,1,0.0,930,0,0,1,0,4,8.0,2.0
40237,1,1.0,38,0,0,1,0,4,45.0,11.25
40238,1,0.0,2262,0,0,1,0,5,30.0,6.0
40239,1,0.0,1448,0,0,1,0,10,17.0,1.7
40240,1,1.0,467,0,0,1,0,18,41.0,2.2777777777777777
40242,1,1.0,774,0,0,1,0,19,90.0,4.7368421052631575
40244,1,0.0,421,0,0,1,0,15,34.0,2.2666666666666666
40246,1,1.0,619,0,0,1,0,26,104.0,4.0
40247,1,1.0,575,0,0,1,0,17,58.0,3.411764705882353
40249,1,1.0,922,0,0,1,0,32,496.0,15.5
40250,1,1.0,744,0,0,1,0,68,2269.0,33.36764705882353
40251,1,1.0,1804,0,0,0,1,81,2313.0,28.555555555555557
40252,1,1.0,1077,0,0,1,0,17,59.0,3.4705882352941178
40253,1,1.0,2,0,1,0,0,1,12.0,12.0
40254,1,1.0,1058,0,0,1,0,39,222.0,5.6923076923076925
40255,1,0.0,297,0,0,1,0,31,97.0,3.129032258064516
40256,1,1.0,899,0,0,0,1,66,339.0,5.136363636363637
40257,1,1.0,4,0,1,0,0,2,5.0,2.5
40258,1,1.0,792,0,0,0,1,43,386.0,8.976744186046512
40259,1,1.0,204,0,0,1,0,12,32.0,2.6666666666666665
40260,1,0.0,598,0,0,0,1,28,207.0,7.392857142857143
40262,1,1.0,1006,0,0,1,0,15,92.0,6.133333333333334
40263,1,1.0,780,0,0,1,0,10,73.0,7.3
40264,1,0.0,359,0,0,1,0,9,35.0,3.888888888888889
40265,1,1.0,853,0,0,1,0,44,91.0,2.0681818181818183
40266,1,1.0,305,0,0,1,0,12,36.0,3.0
40269,1,0.0,274,0,0,1,0,6,48.0,8.0
40270,1,1.0,864,0,0,1,0,12,39.0,3.25
40271,1,0.0,18,0,1,0,0,1,8.0,8.0
40272,1,0.0,1026,0,0,1,0,4,15.0,3.75
40273,1,0.0,145,0,0,0,1,60,889.0,14.816666666666666
40274,1,0.0,116,0,0,1,0,7,22.0,3.142857142857143
40276,1,1.0,422,0,0,0,1,67,3868.0,57.73134328358209
40277,1,0.0,8,0,1,0,0,1,2.0,2.0
40278,1,1.0,76,0,0,1,0,12,34.0,2.8333333333333335
40279,1,0.0,2019,0,0,0,1,70,727.0,10.385714285714286
40280,1,1.0,1377,0,0,1,0,7,22.0,3.142857142857143
40281,1,1.0,462,0,0,1,0,41,274.0,6.682926829268292
40282,1,1.0,367,0,0,1,0,10,20.0,2.0
40283,1,1.0,1372,0,0,1,0,24,73.0,3.0416666666666665
40284,1,1.0,2123,0,0,0,1,47,267.0,5.680851063829787
40285,1,1.0,332,0,0,1,0,15,26.0,1.7333333333333334
40287,1,1.0,120,0,0,1,0,31,149.0,4.806451612903226
40288,1,1.0,20,0,1,0,0,2,19.0,9.5
40289,1,0.0,1326,0,0,1,0,27,71.0,2.6296296296296298
40291,1,0.0,87,0,0,1,0,14,102.0,7.285714285714286
40292,1,1.0,1021,0,0,1,0,28,170.0,6.071428571428571
40294,1,1.0,510,0,0,1,0,5,10.0,2.0
40298,1,0.0,1000,0,0,0,1,23,778.0,33.82608695652174
40299,1,1.0,1338,0,0,1,0,8,46.0,5.75
40300,1,1.0,624,0,0,1,0,10,25.0,2.5
40301,1,1.0,1656,0,0,1,0,25,65.0,2.6
40302,1,0.0,1891,0,0,1,0,2,5.0,2.5
40303,1,1.0,2082,0,0,1,0,15,47.0,3.1333333333333333
40304,1,1.0,1852,0,0,1,0,24,66.0,2.75
40305,1,1.0,1994,0,0,1,0,4,12.0,3.0
40306,1,1.0,295,0,0,0,1,90,729.0,8.1
40307,1,1.0,187,0,0,1,0,6,28.0,4.666666666666667
40308,1,1.0,327,0,0,1,0,4,16.0,4.0
40309,1,1.0,202,0,0,1,0,7,18.0,2.5714285714285716
40310,1,0.0,1983,0,0,1,0,18,61.0,3.388888888888889
40312,1,1.0,144,0,0,1,0,8,24.0,3.0
40313,1,1.0,16,0,1,0,0,3,8.0,2.6666666666666665
40314,1,0.0,6,0,1,0,0,2,27.0,13.5
40316,1,0.0,1807,0,0,1,0,41,120.0,2.926829268292683
40317,1,1.0,1158,0,0,1,0,6,16.0,2.6666666666666665
40318,1,0.0,950,0,0,1,0,16,95.0,5.9375
40319,1,1.0,288,0,0,1,0,12,48.0,4.0
40322,1,0.0,209,0,0,1,0,5,7.0,1.4
40323,1,0.0,27,0,0,1,0,5,33.0,6.6
40325,1,0.0,1079,0,0,1,0,8,37.0,4.625
40326,1,0.0,949,0,0,1,0,12,21.0,1.75
40327,1,1.0,587,0,0,1,0,79,4568.0,57.822784810126585
40328,1,1.0,22,0,1,0,0,1,7.0,7.0
40329,1,1.0,1759,0,0,1,0,7,10.0,1.4285714285714286
40330,1,0.0,200,0,0,0,1,76,1660.0,21.842105263157894
40331,1,1.0,1727,0,0,0,1,59,220.0,3.7288135593220337
40333,1,1.0,1063,0,0,1,0,15,44.0,2.933333333333333
40334,1,1.0,50,0,0,1,0,1,5.0,5.0
40336,1,1.0,285,0,0,1,0,2,6.0,3.0
40337,1,0.0,255,0,0,1,0,19,60.0,3.1578947368421053
40338,1,1.0,277,0,0,1,0,6,36.0,6.0
40340,1,0.0,2164,0,0,1,0,41,225.0,5.487804878048781
40341,1,0.0,88,0,0,1,0,18,49.0,2.7222222222222223
40342,1,1.0,168,0,0,1,0,14,41.0,2.9285714285714284
40343,1,1.0,961,0,0,0,1,105,4708.0,44.838095238095235
40344,1,1.0,892,0,0,1,0,5,17.0,3.4
40346,1,0.0,958,0,0,1,0,22,62.0,2.8181818181818183
40348,1,0.0,271,0,0,1,0,4,15.0,3.75
40349,1,1.0,803,0,0,0,1,12,131.0,10.916666666666666
40351,1,0.0,1073,0,0,1,0,37,176.0,4.756756756756757
40352,1,1.0,53,0,0,1,0,13,84.0,6.461538461538462
40354,1,1.0,1110,0,0,1,0,34,77.0,2.264705882352941
40355,1,1.0,459,0,0,1,0,52,731.0,14.057692307692308
40357,1,0.0,575,0,0,1,0,3,12.0,4.0
40358,1,1.0,895,0,0,1,0,22,48.0,2.1818181818181817
40359,1,1.0,358,0,0,1,0,3,6.0,2.0
40360,1,0.0,232,0,0,1,0,12,35.0,2.9166666666666665
40361,1,1.0,1533,0,0,0,1,39,365.0,9.35897435897436
40363,1,1.0,1939,0,0,1,0,27,140.0,5.185185185185185
40365,1,1.0,731,0,0,1,0,7,11.0,1.5714285714285714
40366,1,1.0,406,0,0,1,0,7,15.0,2.142857142857143
40367,1,0.0,200,0,0,1,0,7,17.0,2.4285714285714284
40368,1,0.0,190,0,0,1,0,8,23.0,2.875
40370,1,1.0,97,0,0,1,0,11,36.0,3.272727272727273
40371,1,1.0,248,0,0,1,0,22,47.0,2.1363636363636362
40372,1,1.0,100,0,0,1,0,8,26.0,3.25
40373,1,1.0,452,0,0,1,0,11,39.0,3.5454545454545454
40374,1,1.0,1052,0,0,0,1,90,1672.0,18.57777777777778
40375,1,0.0,888,0,0,1,0,22,245.0,11.136363636363637
40376,1,1.0,27,0,0,1,0,2,2.0,1.0
40378,1,0.0,94,0,0,1,0,5,11.0,2.2
40379,1,1.0,782,0,0,1,0,5,33.0,6.6
40380,1,0.0,1119,0,0,1,0,17,48.0,2.823529411764706
40382,1,1.0,1326,0,0,1,0,36,169.0,4.694444444444445
40384,1,1.0,620,0,0,1,0,19,114.0,6.0
40385,1,1.0,304,0,0,1,0,18,52.0,2.888888888888889
40386,1,1.0,207,0,0,1,0,58,603.0,10.39655172413793
40387,1,1.0,257,0,0,1,0,18,36.0,2.0
40389,1,1.0,290,0,0,1,0,10,62.0,6.2
40390,1,0.0,10,0,0,1,0,2,20.0,10.0
40393,1,1.0,58,0,0,1,0,4,14.0,3.5
40395,1,0.0,555,0,0,1,0,11,50.0,4.545454545454546
40396,1,1.0,194,0,0,0,1,57,717.0,12.578947368421053
40397,1,1.0,276,0,0,1,0,8,25.0,3.125
40400,1,0.0,780,0,0,1,0,25,173.0,6.92
40401,1,1.0,802,0,0,1,0,54,301.0,5.574074074074074
40404,1,1.0,2394,0,0,1,0,36,123.0,3.4166666666666665
40405,1,1.0,2074,0,0,1,0,7,18.0,2.5714285714285716
40406,1,0.0,126,0,0,1,0,10,30.0,3.0
40407,1,0.0,59,0,0,1,0,7,16.0,2.2857142857142856
40408,1,0.0,214,0,0,1,0,4,8.0,2.0
40409,1,1.0,76,0,0,0,1,27,220.0,8.148148148148149
40410,1,1.0,188,0,0,1,0,22,72.0,3.272727272727273
40411,1,0.0,245,0,0,1,0,8,19.0,2.375
40414,1,0.0,1418,0,0,1,0,18,161.0,8.944444444444445
40415,1,0.0,33,0,0,1,0,4,20.0,5.0
40416,1,0.0,724,0,0,1,0,7,17.0,2.4285714285714284
40417,1,0.0,25,0,1,0,0,1,3.0,3.0
40419,1,1.0,106,0,0,1,0,15,44.0,2.933333333333333
40420,1,0.0,628,0,0,1,0,5,7.0,1.4
40422,1,1.0,199,0,0,1,0,9,24.0,2.6666666666666665
40423,1,1.0,811,0,0,1,0,69,964.0,13.971014492753623
40426,1,1.0,1035,0,0,1,0,9,26.0,2.888888888888889
40427,1,1.0,760,0,0,0,1,62,2785.0,44.91935483870968
40428,1,1.0,393,0,0,1,0,11,47.0,4.2727272727272725
40429,1,1.0,976,0,0,1,0,31,849.0,27.387096774193548
40430,1,0.0,25,0,0,1,0,6,12.0,2.0
40433,1,1.0,9,0,1,0,0,1,4.0,4.0
40434,1,1.0,452,0,0,0,1,40,329.0,8.225
40435,1,1.0,2038,0,0,1,0,20,45.0,2.25
40436,1,1.0,1251,0,0,0,1,62,966.0,15.580645161290322
40437,1,1.0,1812,0,0,1,0,44,458.0,10.409090909090908
40438,1,1.0,232,0,0,1,0,11,33.0,3.0
40439,1,1.0,139,0,0,1,0,7,22.0,3.142857142857143
40440,1,0.0,11,0,0,1,0,3,12.0,4.0
40441,1,1.0,3,0,1,0,0,1,34.0,34.0
40442,1,1.0,1272,0,0,1,0,9,19.0,2.111111111111111
40443,1,0.0,1128,0,0,1,0,8,13.0,1.625
40444,1,1.0,106,0,0,1,0,11,53.0,4.818181818181818
40445,1,1.0,892,0,0,1,0,16,46.0,2.875
40446,1,0.0,640,0,0,1,0,3,5.0,1.6666666666666667
40447,1,1.0,1529,0,0,1,0,28,70.0,2.5
40448,1,1.0,1672,0,0,1,0,8,23.0,2.875
40449,1,0.0,2200,0,0,0,1,37,377.0,10.18918918918919
40451,1,0.0,208,0,0,1,0,12,64.0,5.333333333333333
40452,1,1.0,166,0,0,1,0,35,125.0,3.5714285714285716
40453,1,1.0,61,0,0,0,1,11,164.0,14.909090909090908
40454,1,1.0,150,0,0,1,0,8,31.0,3.875
40455,1,1.0,1845,0,0,1,0,28,90.0,3.2142857142857144
40456,1,1.0,671,0,0,1,0,11,40.0,3.6363636363636362
40457,1,1.0,1076,0,0,1,0,12,20.0,1.6666666666666667
40458,1,0.0,622,0,0,1,0,68,773.0,11.367647058823529
40459,1,0.0,237,0,0,0,1,17,197.0,11.588235294117647
40460,1,1.0,249,0,0,1,0,29,193.0,6.655172413793103
40463,1,1.0,217,0,0,1,0,30,103.0,3.433333333333333
40464,1,1.0,852,0,0,1,0,27,203.0,7.518518518518518
40465,1,1.0,7,0,1,0,0,1,1.0,1.0
40466,1,1.0,155,0,0,1,0,10,49.0,4.9
40467,1,1.0,914,0,0,1,0,52,1164.0,22.384615384615383
40469,1,1.0,356,0,0,0,1,16,89.0,5.5625
40470,1,1.0,129,0,0,1,0,11,20.0,1.8181818181818181
40471,1,1.0,328,0,0,1,0,24,65.0,2.7083333333333335
40473,1,0.0,9,0,0,1,0,4,13.0,3.25
40474,1,0.0,71,0,0,1,0,8,17.0,2.125
40475,1,1.0,273,0,0,1,0,11,68.0,6.181818181818182
40476,1,1.0,544,0,0,1,0,47,305.0,6.48936170212766
40477,1,1.0,188,0,0,0,1,36,305.0,8.472222222222221
40478,1,0.0,482,0,0,1,0,7,21.0,3.0
40479,1,1.0,1068,0,0,0,1,12,116.0,9.666666666666666
40480,1,1.0,1246,0,0,0,1,31,472.0,15.225806451612904
40481,1,0.0,1560,0,0,0,1,48,443.0,9.229166666666666
40482,1,1.0,4,0,1,0,0,1,2.0,2.0
40484,1,0.0,72,0,0,1,0,4,9.0,2.25
40485,1,1.0,763,0,0,1,0,67,2575.0,38.43283582089552
40486,1,1.0,996,0,0,1,0,5,9.0,1.8
40487,1,1.0,177,0,0,1,0,19,120.0,6.315789473684211
40488,1,0.0,1377,0,0,0,1,53,728.0,13.735849056603774
40489,1,1.0,536,0,0,1,0,18,41.0,2.2777777777777777
40490,1,0.0,492,0,0,1,0,36,136.0,3.7777777777777777
40491,1,1.0,404,0,0,1,0,2,2.0,1.0
40492,1,1.0,1311,0,0,1,0,9,23.0,2.5555555555555554
40493,1,0.0,666,0,0,1,0,7,18.0,2.5714285714285716
40494,1,1.0,595,0,0,1,0,17,50.0,2.9411764705882355
40495,1,1.0,120,0,0,1,0,35,179.0,5.114285714285714
40496,1,0.0,2020,0,0,1,0,65,514.0,7.907692307692308
40498,1,0.0,47,0,0,1,0,3,28.0,9.333333333333334
40500,1,1.0,1411,0,0,0,1,100,3459.0,34.59
40501,1,1.0,1068,0,0,1,0,9,48.0,5.333333333333333
40502,1,1.0,62,0,0,1,0,8,37.0,4.625
40504,1,1.0,1710,0,0,0,1,68,603.0,8.867647058823529
40505,1,0.0,1022,0,0,1,0,10,29.0,2.9
40506,1,0.0,255,0,0,1,0,18,306.0,17.0
40511,1,1.0,807,0,0,1,0,15,71.0,4.733333333333333
40512,1,1.0,534,1,0,0,0,95,8096.0,85.22105263157894
40514,1,1.0,68,0,0,1,0,4,8.0,2.0
40515,1,0.0,779,0,0,0,1,99,5458.0,55.13131313131313
40516,1,1.0,2093,0,0,1,0,16,125.0,7.8125
40517,1,0.0,768,0,0,0,1,29,890.0,30.689655172413794
40518,1,1.0,2006,0,0,1,0,38,131.0,3.4473684210526314
40519,1,1.0,878,0,0,0,1,59,923.0,15.64406779661017
40520,1,1.0,104,0,0,1,0,14,27.0,1.9285714285714286
40521,1,0.0,1088,0,0,1,0,25,113.0,4.52
40522,1,1.0,316,0,0,1,0,15,41.0,2.7333333333333334
40524,1,0.0,1244,0,0,1,0,4,51.0,12.75
40525,1,1.0,305,0,0,1,0,6,9.0,1.5
40526,1,0.0,402,0,0,1,0,6,283.0,47.166666666666664
40528,1,0.0,264,0,0,1,0,9,95.0,10.555555555555555
40529,1,1.0,254,0,0,1,0,22,106.0,4.818181818181818
40530,1,1.0,598,0,0,1,0,6,24.0,4.0
40531,1,1.0,1941,0,0,1,0,2,3.0,1.5
40533,1,1.0,6,0,1,0,0,1,3.0,3.0
40535,1,0.0,316,0,0,1,0,8,18.0,2.25
40536,1,0.0,616,0,0,1,0,15,63.0,4.2
40539,1,1.0,1842,0,0,1,0,17,55.0,3.235294117647059
40541,1,1.0,16,0,0,1,0,4,30.0,7.5
40542,1,0.0,203,0,0,1,0,16,52.0,3.25
40543,1,1.0,246,0,0,1,0,10,81.0,8.1
40545,1,1.0,581,0,0,1,0,8,15.0,1.875
40546,1,1.0,243,0,0,1,0,23,92.0,4.0
40547,1,1.0,254,0,0,1,0,30,70.0,2.3333333333333335
40549,1,1.0,136,0,0,1,0,16,64.0,4.0
40550,1,1.0,278,0,0,1,0,17,137.0,8.058823529411764
40551,1,1.0,2127,0,0,1,0,6,16.0,2.6666666666666665
40552,1,0.0,224,0,0,0,1,33,111.0,3.3636363636363638
40553,1,1.0,30,0,0,1,0,8,29.0,3.625
40554,1,1.0,1248,0,0,1,0,13,44.0,3.3846153846153846
40555,1,1.0,1017,0,0,1,0,41,236.0,5.7560975609756095
40556,1,0.0,698,0,0,1,0,21,107.0,5.095238095238095
