uid,variant_number,gender,days_since_signup,contributor,new_user,non_reader,reader,appearences,active_mins,avg_time_per_user
96,0,0.0,1142,0,0,1,0,19,50.0,2.6315789473684212
97,0,1.0,163,0,0,1,0,9,18.0,2.0
99,0,1.0,1226,0,0,0,1,58,453.0,7.810344827586207
100,0,1.0,747,0,0,1,0,15,33.0,2.2
101,0,1.0,1800,1,0,0,0,66,1222.0,18.515151515151516
102,0,1.0,657,0,0,1,0,6,20.0,3.3333333333333335
103,0,1.0,1138,0,0,1,0,64,512.0,8.0
106,0,1.0,575,0,0,1,0,71,216.0,3.0422535211267605
107,0,1.0,2141,0,0,1,0,19,46.0,2.4210526315789473
108,0,1.0,49,0,0,1,0,3,6.0,2.0
109,0,1.0,604,0,0,1,0,29,186.0,6.413793103448276
110,0,1.0,1209,0,0,1,0,10,33.0,3.3
112,0,1.0,208,0,0,0,1,57,447.0,7.842105263157895
113,0,0.0,67,0,0,1,0,1,1.0,1.0
114,0,1.0,166,0,0,1,0,4,13.0,3.25
115,0,0.0,361,0,0,1,0,1,3.0,3.0
116,0,1.0,232,0,0,1,0,34,173.0,5.088235294117647
117,0,1.0,70,0,0,1,0,14,48.0,3.4285714285714284
118,0,1.0,45,0,0,1,0,13,20.0,1.5384615384615385
119,0,1.0,1058,0,0,1,0,31,140.0,4.516129032258065
120,0,1.0,63,0,0,0,1,41,290.0,7.073170731707317
121,0,1.0,582,0,0,1,0,23,87.0,3.782608695652174
122,0,0.0,48,0,0,1,0,35,203.0,5.8
123,0,1.0,1821,1,0,0,0,103,11645.0,113.05825242718447
125,0,1.0,1162,0,0,1,0,4,6.0,1.5
127,0,1.0,502,0,0,1,0,6,38.0,6.333333333333333
128,0,0.0,13,0,0,1,0,2,6.0,3.0
129,0,1.0,853,0,0,1,0,7,14.0,2.0
130,0,1.0,826,0,0,1,0,8,14.0,1.75
131,0,1.0,45,0,0,1,0,1,2.0,2.0
132,0,0.0,10,0,1,0,0,9,86.0,9.555555555555555
134,0,0.0,1352,0,0,1,0,21,102.0,4.857142857142857
137,0,0.0,6,0,1,0,0,1,3.0,3.0
138,0,1.0,29,0,0,1,0,2,3.0,1.5
139,0,1.0,2036,0,0,1,0,21,51.0,2.4285714285714284
140,0,1.0,446,0,0,1,0,8,31.0,3.875
141,0,1.0,276,0,0,1,0,25,82.0,3.28
142,0,1.0,177,0,0,1,0,54,307.0,5.685185185185185
143,0,1.0,890,0,0,1,0,6,42.0,7.0
144,0,1.0,1448,0,0,0,1,60,4831.0,80.51666666666667
145,0,1.0,801,0,0,1,0,6,29.0,4.833333333333333
146,0,1.0,2185,0,0,0,1,80,1991.0,24.8875
147,0,1.0,491,0,0,1,0,4,9.0,2.25
149,0,1.0,730,0,0,0,1,95,1578.0,16.610526315789475
151,0,1.0,225,0,0,0,1,76,3139.0,41.30263157894737
152,0,1.0,1338,0,0,1,0,35,194.0,5.542857142857143
156,0,1.0,2944,0,0,0,1,58,540.0,9.310344827586206
157,0,1.0,133,0,0,1,0,18,44.0,2.4444444444444446
158,0,0.0,1058,0,0,1,0,5,12.0,2.4
159,0,0.0,770,0,0,1,0,7,13.0,1.8571428571428572
162,0,1.0,816,0,0,1,0,18,88.0,4.888888888888889
163,0,0.0,1207,0,0,1,0,25,159.0,6.36
164,0,1.0,1290,0,0,1,0,38,171.0,4.5
165,0,1.0,16,0,0,1,0,1,6.0,6.0
166,0,0.0,255,0,0,1,0,3,8.0,2.6666666666666665
167,0,1.0,1136,0,0,1,0,5,17.0,3.4
171,0,0.0,1904,0,0,1,0,2,4.0,2.0
172,0,1.0,136,0,0,1,0,8,15.0,1.875
173,0,0.0,271,0,0,1,0,7,24.0,3.4285714285714284
174,0,1.0,196,0,0,1,0,66,2220.0,33.63636363636363
175,0,0.0,318,0,0,1,0,23,102.0,4.434782608695652
176,0,1.0,1989,0,0,1,0,10,61.0,6.1
177,0,0.0,28,0,0,1,0,6,30.0,5.0
178,0,0.0,88,0,0,1,0,13,64.0,4.923076923076923
179,0,1.0,302,0,0,1,0,17,48.0,2.823529411764706
180,0,1.0,1093,0,0,1,0,32,638.0,19.9375
182,0,0.0,421,0,0,0,1,84,1859.0,22.13095238095238
183,0,0.0,317,0,0,1,0,7,21.0,3.0
184,0,1.0,581,0,0,1,0,2,6.0,3.0
185,0,1.0,3222,1,0,0,0,92,1636.0,17.782608695652176
186,0,1.0,1284,0,0,0,1,39,141.0,3.6153846153846154
187,0,0.0,405,0,0,1,0,7,58.0,8.285714285714286
188,0,0.0,123,0,0,1,0,5,11.0,2.2
190,0,0.0,2088,0,0,0,1,70,1807.0,25.814285714285713
191,0,1.0,118,0,0,0,1,34,790.0,23.235294117647058
192,0,1.0,597,0,0,1,0,11,54.0,4.909090909090909
193,0,0.0,81,0,0,1,0,6,46.0,7.666666666666667
194,0,1.0,336,0,0,1,0,9,38.0,4.222222222222222
195,0,0.0,39,0,0,1,0,10,35.0,3.5
198,0,1.0,1170,0,0,1,0,9,30.0,3.3333333333333335
199,0,1.0,718,0,0,1,0,1,2.0,2.0
200,0,1.0,2019,0,0,1,0,57,289.0,5.0701754385964914
201,0,1.0,1092,0,0,1,0,24,66.0,2.75
202,0,1.0,139,0,0,1,0,5,12.0,2.4
203,0,0.0,204,0,0,1,0,2,5.0,2.5
204,0,0.0,380,0,0,1,0,20,130.0,6.5
205,0,1.0,6,0,1,0,0,12,47.0,3.9166666666666665
207,0,1.0,769,0,0,1,0,74,563.0,7.608108108108108
209,0,1.0,1466,0,0,0,1,51,517.0,10.137254901960784
210,0,1.0,117,0,0,0,1,45,442.0,9.822222222222223
211,0,0.0,268,0,0,1,0,9,45.0,5.0
212,0,1.0,760,0,0,0,1,45,675.0,15.0
214,0,0.0,686,0,0,0,1,40,162.0,4.05
215,0,1.0,1146,0,0,1,0,23,81.0,3.5217391304347827
216,0,1.0,115,0,0,0,1,77,4250.0,55.1948051948052
217,0,0.0,15,0,0,1,0,2,5.0,2.5
218,0,1.0,1940,0,0,1,0,22,40.0,1.8181818181818181
219,0,0.0,252,0,0,0,1,14,73.0,5.214285714285714
220,0,1.0,611,0,0,1,0,9,41.0,4.555555555555555
221,0,1.0,408,0,0,1,0,63,1733.0,27.50793650793651
222,0,1.0,221,0,0,1,0,2,8.0,4.0
223,0,1.0,196,0,0,1,0,11,30.0,2.727272727272727
224,0,1.0,246,0,0,1,0,4,13.0,3.25
225,0,1.0,1810,0,0,0,1,75,2370.0,31.6
226,0,1.0,963,0,0,1,0,19,99.0,5.2105263157894735
227,0,1.0,339,0,0,1,0,28,147.0,5.25
229,0,1.0,991,0,0,0,1,72,1275.0,17.708333333333332
231,0,1.0,287,0,0,1,0,43,211.0,4.906976744186046
233,0,1.0,1207,0,0,1,0,7,15.0,2.142857142857143
234,0,0.0,2116,0,0,0,1,27,366.0,13.555555555555555
235,0,0.0,335,0,0,0,1,67,2446.0,36.507462686567166
236,0,1.0,2061,0,0,1,0,26,124.0,4.769230769230769
237,0,1.0,526,0,0,1,0,6,75.0,12.5
238,0,1.0,839,0,0,1,0,9,18.0,2.0
239,0,1.0,146,0,0,1,0,7,15.0,2.142857142857143
240,0,1.0,25,0,1,0,0,1,1.0,1.0
241,0,1.0,178,0,0,1,0,25,87.0,3.48
242,0,1.0,111,0,0,1,0,6,11.0,1.8333333333333333
243,0,0.0,653,0,0,0,1,58,210.0,3.6206896551724137
245,0,1.0,223,0,0,1,0,2,3.0,1.5
246,0,0.0,1096,0,0,0,1,41,615.0,15.0
247,0,1.0,476,0,0,1,0,11,29.0,2.6363636363636362
248,0,1.0,262,0,0,0,1,92,4181.0,45.44565217391305
250,0,0.0,215,0,0,1,0,55,175.0,3.1818181818181817
251,0,0.0,345,0,0,0,1,38,734.0,19.31578947368421
253,0,0.0,1005,0,0,0,1,93,2322.0,24.967741935483872
254,0,1.0,171,0,0,1,0,59,405.0,6.864406779661017
255,0,1.0,275,0,0,1,0,10,35.0,3.5
256,0,0.0,918,0,0,1,0,16,54.0,3.375
257,0,1.0,224,0,0,1,0,2,4.0,2.0
258,0,0.0,254,0,0,0,1,11,51.0,4.636363636363637
259,0,0.0,180,0,0,1,0,1,1.0,1.0
260,0,1.0,93,0,0,1,0,1,5.0,5.0
262,0,1.0,1027,0,0,0,1,19,75.0,3.9473684210526314
263,0,1.0,1199,1,0,0,0,88,2866.0,32.56818181818182
264,0,1.0,863,0,0,1,0,21,63.0,3.0
266,0,1.0,17,0,1,0,0,3,10.0,3.3333333333333335
267,0,0.0,161,0,0,1,0,1,9.0,9.0
268,0,1.0,964,0,0,1,0,70,567.0,8.1
270,0,1.0,1004,0,0,1,0,8,27.0,3.375
271,0,1.0,203,0,0,1,0,27,94.0,3.4814814814814814
272,0,0.0,15,0,1,0,0,2,3.0,1.5
273,0,1.0,1823,0,0,0,1,42,544.0,12.952380952380953
274,0,1.0,1833,0,0,1,0,37,166.0,4.486486486486487
277,0,0.0,569,0,0,1,0,19,98.0,5.157894736842105
278,0,0.0,2021,0,0,1,0,37,184.0,4.972972972972973
279,0,1.0,542,0,0,1,0,45,138.0,3.066666666666667
280,0,1.0,523,0,0,0,1,64,516.0,8.0625
281,0,1.0,32,0,0,0,1,39,392.0,10.051282051282051
282,0,1.0,283,0,0,1,0,59,429.0,7.271186440677966
283,0,1.0,95,0,0,1,0,36,208.0,5.777777777777778
286,0,0.0,214,0,0,1,0,8,20.0,2.5
287,0,1.0,274,0,0,1,0,2,4.0,2.0
288,0,1.0,158,0,0,1,0,10,22.0,2.2
289,0,0.0,169,0,0,1,0,6,44.0,7.333333333333333
290,0,1.0,1021,0,0,1,0,31,108.0,3.4838709677419355
292,0,0.0,92,0,0,1,0,18,40.0,2.2222222222222223
294,0,1.0,633,0,0,1,0,20,48.0,2.4
296,0,0.0,1360,1,0,0,0,68,5395.0,79.33823529411765
298,0,1.0,45,0,0,1,0,15,91.0,6.066666666666666
299,0,1.0,859,0,0,1,0,22,71.0,3.227272727272727
302,0,1.0,494,0,0,1,0,20,45.0,2.25
304,0,0.0,941,0,0,0,1,59,1149.0,19.47457627118644
305,0,0.0,2001,0,0,1,0,8,17.0,2.125
308,0,0.0,287,0,0,1,0,16,45.0,2.8125
309,0,0.0,148,0,0,1,0,18,37.0,2.0555555555555554
310,0,1.0,667,0,0,1,0,24,109.0,4.541666666666667
312,0,0.0,323,0,0,1,0,22,214.0,9.727272727272727
313,0,0.0,955,0,0,1,0,2,5.0,2.5
315,0,0.0,2055,0,0,0,1,83,1871.0,22.542168674698797
316,0,1.0,988,0,0,1,0,18,105.0,5.833333333333333
317,0,1.0,431,0,0,0,1,49,622.0,12.693877551020408
318,0,0.0,211,0,0,0,1,89,7062.0,79.34831460674157
319,0,1.0,2014,0,0,1,0,30,164.0,5.466666666666667
323,0,0.0,1424,0,0,1,0,11,139.0,12.636363636363637
325,0,0.0,508,0,0,1,0,2,4.0,2.0
326,0,1.0,362,0,0,1,0,22,242.0,11.0
327,0,1.0,104,0,0,1,0,4,9.0,2.25
329,0,1.0,1382,0,0,0,1,30,71.0,2.3666666666666667
330,0,0.0,1059,0,0,1,0,5,20.0,4.0
331,0,0.0,126,0,0,1,0,5,17.0,3.4
332,0,0.0,16,0,1,0,0,4,9.0,2.25
333,0,1.0,1930,0,0,1,0,13,25.0,1.9230769230769231
335,0,1.0,284,0,0,1,0,25,53.0,2.12
336,0,1.0,625,0,0,1,0,9,44.0,4.888888888888889
338,0,1.0,34,0,0,1,0,7,113.0,16.142857142857142
339,0,1.0,629,0,0,0,1,54,219.0,4.055555555555555
340,0,1.0,598,0,0,1,0,33,115.0,3.484848484848485
341,0,0.0,26,0,1,0,0,1,2.0,2.0
342,0,1.0,1860,0,0,1,0,11,20.0,1.8181818181818181
343,0,0.0,751,0,0,0,1,63,564.0,8.952380952380953
344,0,1.0,2069,0,0,1,0,19,36.0,1.894736842105263
345,0,1.0,1267,0,0,1,0,22,88.0,4.0
346,0,1.0,505,0,0,1,0,26,118.0,4.538461538461538
347,0,1.0,2977,0,0,1,0,12,42.0,3.5
348,0,1.0,87,0,0,1,0,18,92.0,5.111111111111111
350,0,1.0,546,0,0,1,0,7,17.0,2.4285714285714284
351,0,1.0,1371,0,0,1,0,8,18.0,2.25
352,0,1.0,4,0,1,0,0,2,9.0,4.5
353,0,1.0,1372,0,0,1,0,48,318.0,6.625
354,0,1.0,687,0,0,1,0,7,22.0,3.142857142857143
356,0,1.0,369,0,0,1,0,9,80.0,8.88888888888889
357,0,0.0,1160,0,0,1,0,14,48.0,3.4285714285714284
358,0,1.0,654,0,0,0,1,81,515.0,6.3580246913580245
359,0,1.0,1306,0,0,1,0,26,482.0,18.53846153846154
360,0,1.0,1458,0,0,1,0,10,19.0,1.9
361,0,1.0,720,1,0,0,0,84,2000.0,23.80952380952381
362,0,1.0,380,0,0,1,0,3,16.0,5.333333333333333
363,0,0.0,272,0,0,1,0,24,104.0,4.333333333333333
364,0,1.0,221,0,0,1,0,1,2.0,2.0
365,0,1.0,380,0,0,0,1,32,786.0,24.5625
366,0,0.0,855,0,0,0,1,84,3014.0,35.88095238095238
367,0,1.0,159,0,0,1,0,28,206.0,7.357142857142857
368,0,1.0,1236,0,0,1,0,18,51.0,2.8333333333333335
369,0,1.0,1044,0,0,0,1,47,646.0,13.74468085106383
370,0,1.0,891,0,0,1,0,30,118.0,3.933333333333333
371,0,0.0,471,0,0,1,0,13,51.0,3.923076923076923
373,0,0.0,228,0,0,1,0,9,34.0,3.7777777777777777
374,0,1.0,18,0,1,0,0,3,9.0,3.0
375,0,1.0,537,0,0,1,0,28,130.0,4.642857142857143
376,0,0.0,27,0,1,0,0,4,15.0,3.75
378,0,0.0,1221,1,0,0,0,68,4144.0,60.94117647058823
379,0,0.0,208,0,0,1,0,25,156.0,6.24
380,0,1.0,194,0,0,1,0,7,16.0,2.2857142857142856
383,0,0.0,39,0,0,0,1,17,68.0,4.0
384,0,1.0,2017,0,0,1,0,4,12.0,3.0
385,0,1.0,366,0,0,1,0,28,88.0,3.142857142857143
386,0,1.0,124,0,0,1,0,17,46.0,2.7058823529411766
389,0,1.0,1127,0,0,1,0,81,1701.0,21.0
390,0,0.0,240,0,0,1,0,12,40.0,3.3333333333333335
391,0,1.0,1308,0,0,1,0,10,23.0,2.3
392,0,0.0,227,0,0,1,0,14,83.0,5.928571428571429
394,0,1.0,1083,1,0,0,0,84,1032.0,12.285714285714286
395,0,0.0,225,0,0,1,0,5,14.0,2.8
396,0,1.0,138,0,0,0,1,3,9.0,3.0
397,0,1.0,777,0,0,1,0,60,372.0,6.2
398,0,1.0,1403,0,0,1,0,20,76.0,3.8
399,0,1.0,342,0,0,1,0,1,10.0,10.0
400,0,1.0,173,0,0,1,0,34,198.0,5.823529411764706
401,0,0.0,747,0,0,1,0,63,391.0,6.2063492063492065
402,0,1.0,1452,0,0,0,1,29,194.0,6.689655172413793
404,0,1.0,253,0,0,1,0,11,30.0,2.727272727272727
405,0,1.0,83,0,0,1,0,36,207.0,5.75
406,0,0.0,340,0,0,1,0,14,64.0,4.571428571428571
408,0,1.0,2205,1,0,0,0,97,8040.0,82.88659793814433
409,0,0.0,65,0,0,1,0,1,2.0,2.0
410,0,1.0,1187,0,0,0,1,99,8490.0,85.75757575757575
411,0,1.0,198,0,0,1,0,41,316.0,7.7073170731707314
412,0,1.0,60,0,0,1,0,10,55.0,5.5
413,0,1.0,51,0,0,1,0,16,68.0,4.25
414,0,1.0,793,0,0,1,0,22,87.0,3.9545454545454546
415,0,1.0,48,0,0,1,0,2,18.0,9.0
416,0,1.0,218,0,0,1,0,13,53.0,4.076923076923077
417,0,0.0,594,0,0,0,1,55,2835.0,51.54545454545455
419,0,1.0,955,0,0,1,0,1,1.0,1.0
420,0,1.0,909,1,0,0,0,91,2534.0,27.846153846153847
421,0,1.0,1349,0,0,1,0,39,146.0,3.7435897435897436
422,0,1.0,1364,0,0,0,1,65,376.0,5.7846153846153845
423,0,1.0,1370,0,0,0,1,62,1186.0,19.129032258064516
424,0,1.0,1133,1,0,0,0,39,5549.0,142.28205128205127
426,0,0.0,48,0,0,1,0,1,1.0,1.0
427,0,1.0,269,0,0,1,0,56,255.0,4.553571428571429
429,0,0.0,457,0,0,0,1,71,1386.0,19.52112676056338
431,0,1.0,85,0,0,1,0,1,2.0,2.0
432,0,0.0,4,0,1,0,0,1,2.0,2.0
435,0,1.0,1376,0,0,1,0,11,21.0,1.9090909090909092
436,0,0.0,1332,0,0,1,0,26,104.0,4.0
437,0,1.0,2019,0,0,1,0,12,26.0,2.1666666666666665
438,0,1.0,778,0,0,1,0,40,149.0,3.725
439,0,1.0,845,0,0,1,0,69,7783.0,112.79710144927536
441,0,1.0,220,0,0,1,0,5,39.0,7.8
442,0,1.0,1161,0,0,1,0,14,32.0,2.2857142857142856
443,0,1.0,1049,0,0,1,0,22,85.0,3.8636363636363638
444,0,0.0,368,0,0,1,0,1,1.0,1.0
445,0,0.0,1684,1,0,0,0,93,5337.0,57.38709677419355
446,0,0.0,266,0,0,1,0,4,10.0,2.5
447,0,1.0,2047,0,0,1,0,15,49.0,3.2666666666666666
448,0,1.0,78,0,0,0,1,64,1476.0,23.0625
449,0,1.0,665,0,0,1,0,3,4.0,1.3333333333333333
450,0,0.0,43,0,0,1,0,8,81.0,10.125
451,0,0.0,518,0,0,1,0,21,44.0,2.0952380952380953
452,0,1.0,397,0,0,1,0,4,21.0,5.25
454,0,1.0,373,0,0,1,0,26,119.0,4.576923076923077
455,0,1.0,1244,0,0,1,0,6,13.0,2.1666666666666665
458,0,1.0,1947,0,0,1,0,25,71.0,2.84
461,0,1.0,167,0,0,1,0,14,46.0,3.2857142857142856
462,0,1.0,1899,0,0,1,0,15,39.0,2.6
463,0,1.0,13,0,1,0,0,6,15.0,2.5
466,0,0.0,181,0,0,1,0,3,5.0,1.6666666666666667
467,0,1.0,274,0,0,0,1,11,454.0,41.27272727272727
469,0,1.0,744,0,0,0,1,38,588.0,15.473684210526315
470,0,0.0,395,0,0,1,0,13,51.0,3.923076923076923
471,0,1.0,28,0,0,1,0,3,4.0,1.3333333333333333
472,0,1.0,387,0,0,1,0,7,36.0,5.142857142857143
474,0,1.0,1851,0,0,1,0,12,54.0,4.5
475,0,0.0,65,0,0,1,0,13,24.0,1.8461538461538463
476,0,0.0,667,0,0,1,0,6,9.0,1.5
477,0,0.0,867,0,0,1,0,26,125.0,4.8076923076923075
478,0,0.0,253,0,0,0,1,17,57.0,3.3529411764705883
479,0,1.0,787,0,0,1,0,44,359.0,8.159090909090908
480,0,1.0,200,0,0,1,0,34,202.0,5.9411764705882355
481,0,1.0,578,0,0,1,0,4,25.0,6.25
483,0,1.0,195,0,0,1,0,10,25.0,2.5
484,0,1.0,24,0,1,0,0,5,37.0,7.4
485,0,1.0,27,0,0,1,0,5,23.0,4.6
487,0,0.0,185,0,0,1,0,6,11.0,1.8333333333333333
489,0,0.0,133,0,0,1,0,2,4.0,2.0
490,0,1.0,149,0,0,1,0,14,26.0,1.8571428571428572
492,0,1.0,1947,0,0,1,0,21,111.0,5.285714285714286
493,0,1.0,842,0,0,1,0,75,434.0,5.786666666666667
494,0,1.0,425,1,0,0,0,7,196.0,28.0
495,0,0.0,186,0,0,1,0,6,34.0,5.666666666666667
496,0,1.0,58,0,0,1,0,37,129.0,3.4864864864864864
498,0,1.0,47,0,0,1,0,7,15.0,2.142857142857143
499,0,1.0,390,0,0,1,0,13,50.0,3.8461538461538463
500,0,0.0,307,0,0,1,0,7,22.0,3.142857142857143
501,0,0.0,81,0,0,1,0,4,5.0,1.25
503,0,1.0,471,1,0,0,0,102,3484.0,34.15686274509804
504,0,1.0,390,0,0,1,0,6,12.0,2.0
506,0,0.0,1805,0,0,1,0,13,31.0,2.3846153846153846
507,0,1.0,2648,0,0,1,0,47,149.0,3.1702127659574466
508,0,1.0,296,0,0,1,0,21,74.0,3.5238095238095237
509,0,1.0,1181,0,0,1,0,1,1.0,1.0
510,0,1.0,882,0,0,1,0,7,13.0,1.8571428571428572
511,0,1.0,2157,0,0,1,0,17,42.0,2.4705882352941178
513,0,1.0,198,0,0,1,0,44,239.0,5.431818181818182
514,0,1.0,458,0,0,0,1,70,2471.0,35.3
515,0,1.0,290,1,0,0,0,36,789.0,21.916666666666668
516,0,1.0,246,0,0,1,0,21,62.0,2.9523809523809526
517,0,0.0,2020,0,0,1,0,5,20.0,4.0
518,0,1.0,125,0,0,1,0,4,16.0,4.0
520,0,0.0,1116,0,0,0,1,40,173.0,4.325
521,0,0.0,194,0,0,1,0,1,4.0,4.0
523,0,1.0,2021,0,0,1,0,15,46.0,3.066666666666667
526,0,1.0,1463,0,0,1,0,6,9.0,1.5
527,0,1.0,319,0,0,1,0,27,63.0,2.3333333333333335
528,0,0.0,319,0,0,1,0,3,15.0,5.0
529,0,1.0,169,0,0,1,0,14,41.0,2.9285714285714284
530,0,0.0,1980,0,0,1,0,36,90.0,2.5
531,0,1.0,1360,0,0,1,0,41,193.0,4.7073170731707314
532,0,0.0,426,0,0,1,0,8,26.0,3.25
533,0,1.0,1920,0,0,1,0,14,25.0,1.7857142857142858
534,0,1.0,1103,0,0,1,0,20,59.0,2.95
535,0,1.0,258,0,0,1,0,27,110.0,4.074074074074074
536,0,1.0,744,0,0,1,0,11,46.0,4.181818181818182
537,0,1.0,2024,0,0,1,0,38,230.0,6.052631578947368
538,0,1.0,1859,0,0,0,1,50,341.0,6.82
539,0,0.0,289,0,0,1,0,2,4.0,2.0
540,0,0.0,502,0,0,1,0,2,3.0,1.5
541,0,0.0,1672,0,0,1,0,61,747.0,12.245901639344263
542,0,1.0,316,0,0,1,0,21,277.0,13.19047619047619
543,0,1.0,219,0,0,0,1,49,875.0,17.857142857142858
544,0,1.0,2042,0,0,0,1,98,5838.0,59.57142857142857
546,0,0.0,62,0,0,1,0,9,34.0,3.7777777777777777
547,0,1.0,1722,0,0,1,0,18,91.0,5.055555555555555
548,0,1.0,1391,0,0,0,1,101,21594.0,213.8019801980198
549,0,1.0,350,0,0,1,0,23,130.0,5.6521739130434785
550,0,0.0,111,0,0,0,1,67,507.0,7.567164179104478
552,0,0.0,89,0,0,1,0,1,3.0,3.0
553,0,1.0,1801,0,0,0,1,31,354.0,11.419354838709678
554,0,1.0,193,0,0,1,0,9,27.0,3.0
556,0,1.0,1828,0,0,0,1,88,7035.0,79.94318181818181
558,0,0.0,76,0,0,1,0,29,156.0,5.379310344827586
559,0,1.0,75,0,0,1,0,10,21.0,2.1
560,0,1.0,877,0,0,1,0,20,51.0,2.55
561,0,0.0,139,1,0,0,0,69,645.0,9.347826086956522
562,0,1.0,20,0,1,0,0,1,1.0,1.0
564,0,0.0,1001,0,0,1,0,11,86.0,7.818181818181818
566,0,0.0,814,0,0,0,1,20,157.0,7.85
567,0,0.0,144,0,0,1,0,5,6.0,1.2
568,0,1.0,857,0,0,1,0,25,102.0,4.08
569,0,1.0,727,0,0,1,0,26,85.0,3.269230769230769
570,0,0.0,768,0,0,1,0,21,79.0,3.761904761904762
571,0,1.0,441,0,0,1,0,37,133.0,3.5945945945945947
