uid,variant_number,gender,days_since_signup,contributor,new_user,non_reader,reader,appearences,active_mins,avg_time_per_user
88,0,0.0,273,0,0,1,0,4,20.0,5.0
89,0,1.0,234,0,0,0,1,67,652.0,9.73134328358209
90,0,0.0,713,0,0,1,0,6,12.0,2.0
91,0,1.0,202,0,0,1,0,7,23.0,3.2857142857142856
92,0,0.0,63,0,0,1,0,17,42.0,2.4705882352941178
95,0,0.0,43,0,0,1,0,5,25.0,5.0
96,0,0.0,1142,0,0,1,0,48,411.0,8.5625
97,0,1.0,163,0,0,1,0,19,49.0,2.5789473684210527
99,0,1.0,1226,0,0,0,1,58,387.0,6.672413793103448
100,0,1.0,747,0,0,1,0,16,106.0,6.625
101,0,1.0,1800,1,0,0,0,76,1414.0,18.605263157894736
102,0,1.0,657,0,0,1,0,7,24.0,3.4285714285714284
103,0,1.0,1138,0,0,1,0,82,556.0,6.780487804878049
106,0,1.0,575,0,0,1,0,70,241.0,3.442857142857143
107,0,1.0,2141,0,0,1,0,21,94.0,4.476190476190476
108,0,1.0,49,0,0,1,0,14,35.0,2.5
109,0,1.0,604,0,0,1,0,37,157.0,4.243243243243243
110,0,1.0,1209,0,0,1,0,11,27.0,2.4545454545454546
112,0,1.0,208,0,0,0,1,46,452.0,9.826086956521738
113,0,0.0,67,0,0,1,0,2,3.0,1.5
114,0,1.0,166,0,0,1,0,6,9.0,1.5
115,0,0.0,361,0,0,1,0,12,70.0,5.833333333333333
116,0,1.0,232,0,0,1,0,14,36.0,2.5714285714285716
117,0,1.0,70,0,0,1,0,7,12.0,1.7142857142857142
118,0,1.0,45,0,0,1,0,4,8.0,2.0
119,0,1.0,1058,0,0,1,0,38,270.0,7.105263157894737
120,0,1.0,63,0,0,0,1,23,184.0,8.0
121,0,1.0,582,0,0,1,0,31,102.0,3.2903225806451615
122,0,0.0,48,0,0,1,0,4,14.0,3.5
123,0,1.0,1821,1,0,0,0,119,116694.0,980.6218487394958
125,0,1.0,1162,0,0,1,0,9,35.0,3.888888888888889
127,0,1.0,502,0,0,1,0,16,42.0,2.625
128,0,0.0,13,0,0,1,0,5,95.0,19.0
129,0,1.0,853,0,0,1,0,9,33.0,3.6666666666666665
130,0,1.0,826,0,0,1,0,21,83.0,3.9523809523809526
131,0,1.0,45,0,0,1,0,4,15.0,3.75
132,0,0.0,10,0,1,0,0,2,9.0,4.5
134,0,0.0,1352,0,0,1,0,34,180.0,5.294117647058823
137,0,0.0,6,0,1,0,0,1,2.0,2.0
138,0,1.0,29,0,0,1,0,3,10.0,3.3333333333333335
139,0,1.0,2036,0,0,1,0,49,215.0,4.387755102040816
140,0,1.0,446,0,0,1,0,11,40.0,3.6363636363636362
141,0,1.0,276,0,0,1,0,28,124.0,4.428571428571429
142,0,1.0,177,0,0,1,0,39,141.0,3.6153846153846154
143,0,1.0,890,0,0,1,0,2,9.0,4.5
144,0,1.0,1448,0,0,0,1,99,12471.0,125.96969696969697
145,0,1.0,801,0,0,1,0,2,5.0,2.5
146,0,1.0,2185,0,0,0,1,91,4068.0,44.7032967032967
147,0,1.0,491,0,0,1,0,3,7.0,2.3333333333333335
149,0,1.0,730,0,0,0,1,111,1486.0,13.387387387387387
151,0,1.0,225,0,0,0,1,73,2274.0,31.15068493150685
152,0,1.0,1338,0,0,1,0,29,133.0,4.586206896551724
156,0,1.0,2944,0,0,0,1,66,802.0,12.151515151515152
157,0,1.0,133,0,0,1,0,8,28.0,3.5
158,0,0.0,1058,0,0,1,0,23,57.0,2.4782608695652173
159,0,0.0,770,0,0,1,0,4,9.0,2.25
162,0,1.0,816,0,0,1,0,23,96.0,4.173913043478261
163,0,0.0,1207,0,0,1,0,13,60.0,4.615384615384615
164,0,1.0,1290,0,0,1,0,47,244.0,5.191489361702128
165,0,1.0,16,0,0,1,0,5,13.0,2.6
166,0,0.0,255,0,0,1,0,1,7.0,7.0
167,0,1.0,1136,0,0,1,0,6,19.0,3.1666666666666665
171,0,0.0,1904,0,0,1,0,7,25.0,3.5714285714285716
172,0,1.0,136,0,0,1,0,8,23.0,2.875
173,0,0.0,271,0,0,1,0,9,31.0,3.4444444444444446
174,0,1.0,196,0,0,1,0,37,201.0,5.4324324324324325
175,0,0.0,318,0,0,1,0,17,79.0,4.647058823529412
176,0,1.0,1989,0,0,1,0,15,50.0,3.3333333333333335
177,0,0.0,28,0,0,1,0,5,35.0,7.0
178,0,0.0,88,0,0,1,0,11,72.0,6.545454545454546
179,0,1.0,302,0,0,1,0,19,74.0,3.8947368421052633
180,0,1.0,1093,0,0,1,0,15,155.0,10.333333333333334
182,0,0.0,421,0,0,0,1,90,2240.0,24.88888888888889
183,0,0.0,317,0,0,1,0,2,2.0,1.0
184,0,1.0,581,0,0,1,0,9,36.0,4.0
185,0,1.0,3222,1,0,0,0,98,909.0,9.275510204081632
186,0,1.0,1284,0,0,0,1,72,414.0,5.75
187,0,0.0,405,0,0,1,0,9,35.0,3.888888888888889
188,0,0.0,123,0,0,1,0,8,15.0,1.875
190,0,0.0,2088,0,0,0,1,67,1285.0,19.17910447761194
191,0,1.0,118,0,0,0,1,45,534.0,11.866666666666667
192,0,1.0,597,0,0,1,0,16,104.0,6.5
193,0,0.0,81,0,0,1,0,20,65.0,3.25
194,0,1.0,336,0,0,1,0,11,49.0,4.454545454545454
195,0,0.0,39,0,0,1,0,9,50.0,5.555555555555555
198,0,1.0,1170,0,0,1,0,9,39.0,4.333333333333333
199,0,1.0,718,0,0,1,0,3,16.0,5.333333333333333
200,0,1.0,2019,0,0,1,0,80,461.0,5.7625
201,0,1.0,1092,0,0,1,0,27,79.0,2.925925925925926
202,0,1.0,139,0,0,1,0,14,27.0,1.9285714285714286
203,0,0.0,204,0,0,1,0,6,18.0,3.0
204,0,0.0,380,0,0,1,0,23,157.0,6.826086956521739
205,0,1.0,6,0,1,0,0,1,4.0,4.0
207,0,1.0,769,0,0,1,0,92,678.0,7.369565217391305
209,0,1.0,1466,0,0,0,1,73,1624.0,22.246575342465754
210,0,1.0,117,0,0,0,1,17,495.0,29.11764705882353
211,0,0.0,268,0,0,1,0,6,20.0,3.3333333333333335
212,0,1.0,760,0,0,0,1,58,751.0,12.948275862068966
214,0,0.0,686,0,0,0,1,65,450.0,6.923076923076923
215,0,1.0,1146,0,0,1,0,22,59.0,2.6818181818181817
216,0,1.0,115,0,0,0,1,39,934.0,23.94871794871795
217,0,0.0,15,0,0,1,0,2,3.0,1.5
218,0,1.0,1940,0,0,1,0,20,66.0,3.3
219,0,0.0,252,0,0,0,1,31,158.0,5.096774193548387
220,0,1.0,611,0,0,1,0,8,35.0,4.375
221,0,1.0,408,0,0,1,0,66,682.0,10.333333333333334
222,0,1.0,221,0,0,1,0,5,14.0,2.8
223,0,1.0,196,0,0,1,0,9,24.0,2.6666666666666665
224,0,1.0,246,0,0,1,0,6,18.0,3.0
225,0,1.0,1810,0,0,0,1,78,2768.0,35.48717948717949
226,0,1.0,963,0,0,1,0,12,61.0,5.083333333333333
227,0,1.0,339,0,0,1,0,31,149.0,4.806451612903226
229,0,1.0,991,0,0,0,1,86,1570.0,18.25581395348837
231,0,1.0,287,0,0,1,0,38,215.0,5.657894736842105
233,0,1.0,1207,0,0,1,0,14,32.0,2.2857142857142856
234,0,0.0,2116,0,0,0,1,55,1080.0,19.636363636363637
235,0,0.0,335,0,0,0,1,13,158.0,12.153846153846153
236,0,1.0,2061,0,0,1,0,41,233.0,5.682926829268292
237,0,1.0,526,0,0,1,0,20,76.0,3.8
238,0,1.0,839,0,0,1,0,12,36.0,3.0
239,0,1.0,146,0,0,1,0,6,14.0,2.3333333333333335
240,0,1.0,25,0,1,0,0,1,2.0,2.0
241,0,1.0,178,0,0,1,0,41,310.0,7.560975609756097
242,0,1.0,111,0,0,1,0,7,41.0,5.857142857142857
243,0,0.0,653,0,0,0,1,76,352.0,4.631578947368421
245,0,1.0,223,0,0,1,0,8,12.0,1.5
246,0,0.0,1096,0,0,0,1,65,1147.0,17.646153846153847
247,0,1.0,476,0,0,1,0,14,25.0,1.7857142857142858
248,0,1.0,262,0,0,0,1,15,502.0,33.46666666666667
250,0,0.0,215,0,0,1,0,55,202.0,3.672727272727273
251,0,0.0,345,0,0,0,1,38,586.0,15.421052631578947
253,0,0.0,1005,0,0,0,1,83,2069.0,24.927710843373493
254,0,1.0,171,0,0,1,0,52,400.0,7.6923076923076925
255,0,1.0,275,0,0,1,0,18,118.0,6.555555555555555
256,0,0.0,918,0,0,1,0,13,81.0,6.230769230769231
257,0,1.0,224,0,0,1,0,7,33.0,4.714285714285714
258,0,0.0,254,0,0,0,1,8,96.0,12.0
259,0,0.0,180,0,0,1,0,13,25.0,1.9230769230769231
260,0,1.0,93,0,0,1,0,14,426.0,30.428571428571427
262,0,1.0,1027,0,0,0,1,14,63.0,4.5
263,0,1.0,1199,1,0,0,0,101,3920.0,38.81188118811881
264,0,1.0,863,0,0,1,0,16,65.0,4.0625
266,0,1.0,17,0,1,0,0,2,4.0,2.0
267,0,0.0,161,0,0,1,0,3,15.0,5.0
268,0,1.0,964,0,0,1,0,68,464.0,6.823529411764706
270,0,1.0,1004,0,0,1,0,33,170.0,5.151515151515151
271,0,1.0,203,0,0,1,0,32,177.0,5.53125
272,0,0.0,15,0,1,0,0,2,3.0,1.5
273,0,1.0,1823,0,0,0,1,35,468.0,13.371428571428572
274,0,1.0,1833,0,0,1,0,49,247.0,5.040816326530612
277,0,0.0,569,0,0,1,0,8,29.0,3.625
278,0,0.0,2021,0,0,1,0,27,122.0,4.518518518518518
279,0,1.0,542,0,0,1,0,56,309.0,5.517857142857143
280,0,1.0,523,0,0,0,1,96,2121.0,22.09375
281,0,1.0,32,0,0,0,1,13,70.0,5.384615384615385
282,0,1.0,283,0,0,1,0,31,113.0,3.6451612903225805
283,0,1.0,95,0,0,1,0,31,222.0,7.161290322580645
286,0,0.0,214,0,0,1,0,4,10.0,2.5
287,0,1.0,274,0,0,1,0,5,10.0,2.0
288,0,1.0,158,0,0,1,0,29,102.0,3.5172413793103448
289,0,0.0,169,0,0,1,0,27,112.0,4.148148148148148
290,0,1.0,1021,0,0,1,0,29,108.0,3.7241379310344827
292,0,0.0,92,0,0,1,0,8,18.0,2.25
294,0,1.0,633,0,0,1,0,21,145.0,6.904761904761905
296,0,0.0,1360,1,0,0,0,43,4370.0,101.62790697674419
298,0,1.0,45,0,0,1,0,6,14.0,2.3333333333333335
299,0,1.0,859,0,0,1,0,27,104.0,3.8518518518518516
302,0,1.0,494,0,0,1,0,24,75.0,3.125
304,0,0.0,941,0,0,0,1,77,7009.0,91.02597402597402
305,0,0.0,2001,0,0,1,0,6,11.0,1.8333333333333333
308,0,0.0,287,0,0,1,0,16,42.0,2.625
309,0,0.0,148,0,0,1,0,24,59.0,2.4583333333333335
310,0,1.0,667,0,0,1,0,18,142.0,7.888888888888889
312,0,0.0,323,0,0,1,0,14,68.0,4.857142857142857
313,0,0.0,955,0,0,1,0,6,19.0,3.1666666666666665
315,0,0.0,2055,0,0,0,1,80,1961.0,24.5125
316,0,1.0,988,0,0,1,0,25,112.0,4.48
317,0,1.0,431,0,0,0,1,16,90.0,5.625
318,0,0.0,211,0,0,0,1,72,2724.0,37.833333333333336
319,0,1.0,2014,0,0,1,0,35,188.0,5.371428571428571
323,0,0.0,1424,0,0,1,0,8,18.0,2.25
325,0,0.0,508,0,0,1,0,4,8.0,2.0
326,0,1.0,362,0,0,1,0,13,291.0,22.384615384615383
327,0,1.0,104,0,0,1,0,8,18.0,2.25
329,0,1.0,1382,0,0,0,1,63,285.0,4.523809523809524
330,0,0.0,1059,0,0,1,0,13,54.0,4.153846153846154
331,0,0.0,126,0,0,1,0,10,21.0,2.1
332,0,0.0,16,0,1,0,0,1,1.0,1.0
333,0,1.0,1930,0,0,1,0,16,28.0,1.75
335,0,1.0,284,0,0,1,0,23,52.0,2.260869565217391
336,0,1.0,625,0,0,1,0,16,63.0,3.9375
338,0,1.0,34,0,0,1,0,3,4.0,1.3333333333333333
339,0,1.0,629,0,0,0,1,65,354.0,5.446153846153846
340,0,1.0,598,0,0,1,0,43,217.0,5.046511627906977
341,0,0.0,26,0,1,0,0,1,1.0,1.0
342,0,1.0,1860,0,0,1,0,34,181.0,5.323529411764706
343,0,0.0,751,0,0,0,1,68,505.0,7.426470588235294
344,0,1.0,2069,0,0,1,0,35,108.0,3.085714285714286
345,0,1.0,1267,0,0,1,0,25,67.0,2.68
346,0,1.0,505,0,0,1,0,27,68.0,2.5185185185185186
347,0,1.0,2977,0,0,1,0,17,63.0,3.7058823529411766
348,0,1.0,87,0,0,1,0,9,24.0,2.6666666666666665
350,0,1.0,546,0,0,1,0,13,22.0,1.6923076923076923
351,0,1.0,1371,0,0,1,0,14,40.0,2.857142857142857
352,0,1.0,4,0,1,0,0,1,1.0,1.0
353,0,1.0,1372,0,0,1,0,25,101.0,4.04
354,0,1.0,687,0,0,1,0,12,32.0,2.6666666666666665
356,0,1.0,369,0,0,1,0,7,70.0,10.0
357,0,0.0,1160,0,0,1,0,8,28.0,3.5
358,0,1.0,654,0,0,0,1,85,561.0,6.6
359,0,1.0,1306,0,0,1,0,25,272.0,10.88
360,0,1.0,1458,0,0,1,0,21,39.0,1.8571428571428572
361,0,1.0,720,1,0,0,0,90,3369.0,37.43333333333333
362,0,1.0,380,0,0,1,0,2,4.0,2.0
363,0,0.0,272,0,0,1,0,32,164.0,5.125
364,0,1.0,221,0,0,1,0,2,4.0,2.0
365,0,1.0,380,0,0,0,1,62,2006.0,32.354838709677416
366,0,0.0,855,0,0,0,1,105,4982.0,47.44761904761905
367,0,1.0,159,0,0,1,0,26,131.0,5.038461538461538
368,0,1.0,1236,0,0,1,0,20,70.0,3.5
369,0,1.0,1044,0,0,0,1,88,1641.0,18.647727272727273
370,0,1.0,891,0,0,1,0,52,265.0,5.096153846153846
371,0,0.0,471,0,0,1,0,16,48.0,3.0
373,0,0.0,228,0,0,1,0,15,53.0,3.533333333333333
374,0,1.0,18,0,1,0,0,2,2.0,1.0
375,0,1.0,537,0,0,1,0,26,122.0,4.6923076923076925
376,0,0.0,27,0,1,0,0,1,2.0,2.0
378,0,0.0,1221,1,0,0,0,64,1994.0,31.15625
379,0,0.0,208,0,0,1,0,11,58.0,5.2727272727272725
380,0,1.0,194,0,0,1,0,12,30.0,2.5
383,0,0.0,39,0,0,0,1,9,75.0,8.333333333333334
384,0,1.0,2017,0,0,1,0,7,18.0,2.5714285714285716
385,0,1.0,366,0,0,1,0,22,57.0,2.590909090909091
386,0,1.0,124,0,0,1,0,14,34.0,2.4285714285714284
389,0,1.0,1127,0,0,1,0,61,835.0,13.688524590163935
390,0,0.0,240,0,0,1,0,40,243.0,6.075
391,0,1.0,1308,0,0,1,0,23,77.0,3.347826086956522
392,0,0.0,227,0,0,1,0,13,47.0,3.6153846153846154
394,0,1.0,1083,1,0,0,0,83,1172.0,14.120481927710843
395,0,0.0,225,0,0,1,0,12,15.0,1.25
396,0,1.0,138,0,0,0,1,16,105.0,6.5625
397,0,1.0,777,0,0,1,0,63,906.0,14.380952380952381
398,0,1.0,1403,0,0,1,0,23,67.0,2.9130434782608696
399,0,1.0,342,0,0,1,0,13,64.0,4.923076923076923
400,0,1.0,173,0,0,1,0,11,67.0,6.090909090909091
401,0,0.0,747,0,0,1,0,83,515.0,6.204819277108434
402,0,1.0,1452,0,0,0,1,21,201.0,9.571428571428571
404,0,1.0,253,0,0,1,0,21,52.0,2.4761904761904763
405,0,1.0,83,0,0,1,0,10,64.0,6.4
406,0,0.0,340,0,0,1,0,5,22.0,4.4
408,0,1.0,2205,1,0,0,0,114,7659.0,67.1842105263158
409,0,0.0,65,0,0,1,0,3,18.0,6.0
410,0,1.0,1187,0,0,0,1,67,3249.0,48.492537313432834
411,0,1.0,198,0,0,1,0,24,93.0,3.875
412,0,1.0,60,0,0,1,0,5,14.0,2.8
413,0,1.0,51,0,0,1,0,14,30.0,2.142857142857143
414,0,1.0,793,0,0,1,0,32,122.0,3.8125
415,0,1.0,48,0,0,1,0,2,21.0,10.5
416,0,1.0,218,0,0,1,0,12,38.0,3.1666666666666665
417,0,0.0,594,0,0,0,1,46,2360.0,51.30434782608695
419,0,1.0,955,0,0,1,0,4,14.0,3.5
420,0,1.0,909,1,0,0,0,115,5025.0,43.69565217391305
421,0,1.0,1349,0,0,1,0,41,198.0,4.829268292682927
422,0,1.0,1364,0,0,0,1,94,604.0,6.425531914893617
423,0,1.0,1370,0,0,0,1,101,2319.0,22.96039603960396
424,0,1.0,1133,1,0,0,0,83,12974.0,156.3132530120482
426,0,0.0,48,0,0,1,0,8,41.0,5.125
427,0,1.0,269,0,0,1,0,53,235.0,4.433962264150943
429,0,0.0,457,0,0,0,1,72,1208.0,16.77777777777778
431,0,1.0,85,0,0,1,0,8,27.0,3.375
432,0,0.0,4,0,1,0,0,1,8.0,8.0
435,0,1.0,1376,0,0,1,0,3,4.0,1.3333333333333333
436,0,0.0,1332,0,0,1,0,19,70.0,3.6842105263157894
437,0,1.0,2019,0,0,1,0,46,205.0,4.456521739130435
438,0,1.0,778,0,0,1,0,41,120.0,2.926829268292683
439,0,1.0,845,0,0,1,0,19,70.0,3.6842105263157894
441,0,1.0,220,0,0,1,0,9,51.0,5.666666666666667
442,0,1.0,1161,0,0,1,0,16,36.0,2.25
443,0,1.0,1049,0,0,1,0,16,63.0,3.9375
444,0,0.0,368,0,0,1,0,12,39.0,3.25
445,0,0.0,1684,1,0,0,0,114,6638.0,58.228070175438596
446,0,0.0,266,0,0,1,0,8,16.0,2.0
447,0,1.0,2047,0,0,1,0,40,115.0,2.875
448,0,1.0,78,0,0,0,1,30,945.0,31.5
449,0,1.0,665,0,0,1,0,3,6.0,2.0
450,0,0.0,43,0,0,1,0,6,24.0,4.0
451,0,0.0,518,0,0,1,0,37,161.0,4.351351351351352
452,0,1.0,397,0,0,1,0,6,13.0,2.1666666666666665
454,0,1.0,373,0,0,1,0,48,226.0,4.708333333333333
455,0,1.0,1244,0,0,1,0,8,18.0,2.25
458,0,1.0,1947,0,0,1,0,5,8.0,1.6
461,0,1.0,167,0,0,1,0,25,77.0,3.08
462,0,1.0,1899,0,0,1,0,13,33.0,2.5384615384615383
463,0,1.0,13,0,1,0,0,1,1.0,1.0
466,0,0.0,181,0,0,1,0,4,16.0,4.0
467,0,1.0,274,0,0,0,1,10,68.0,6.8
469,0,1.0,744,0,0,0,1,39,2051.0,52.58974358974359
470,0,0.0,395,0,0,1,0,21,71.0,3.380952380952381
471,0,1.0,28,0,0,1,0,2,4.0,2.0
472,0,1.0,387,0,0,1,0,3,7.0,2.3333333333333335
474,0,1.0,1851,0,0,1,0,4,12.0,3.0
475,0,0.0,65,0,0,1,0,8,20.0,2.5
476,0,0.0,667,0,0,1,0,8,19.0,2.375
477,0,0.0,867,0,0,1,0,48,322.0,6.708333333333333
478,0,0.0,253,0,0,0,1,17,74.0,4.352941176470588
479,0,1.0,787,0,0,1,0,37,210.0,5.675675675675675
480,0,1.0,200,0,0,1,0,35,245.0,7.0
481,0,1.0,578,0,0,1,0,2,17.0,8.5
483,0,1.0,195,0,0,1,0,9,13.0,1.4444444444444444
484,0,1.0,24,0,1,0,0,1,1.0,1.0
485,0,1.0,27,0,0,1,0,4,9.0,2.25
487,0,0.0,185,0,0,1,0,7,20.0,2.857142857142857
489,0,0.0,133,0,0,1,0,36,204.0,5.666666666666667
490,0,1.0,149,0,0,1,0,20,44.0,2.2
492,0,1.0,1947,0,0,1,0,34,137.0,4.029411764705882
493,0,1.0,842,0,0,1,0,88,463.0,5.261363636363637
494,0,1.0,425,1,0,0,0,65,4237.0,65.18461538461538
495,0,0.0,186,0,0,1,0,12,49.0,4.083333333333333
496,0,1.0,58,0,0,1,0,9,37.0,4.111111111111111
498,0,1.0,47,0,0,1,0,7,30.0,4.285714285714286
499,0,1.0,390,0,0,1,0,10,70.0,7.0
500,0,0.0,307,0,0,1,0,26,85.0,3.269230769230769
501,0,0.0,81,0,0,1,0,7,21.0,3.0
503,0,1.0,471,1,0,0,0,115,6901.0,60.00869565217391
504,0,1.0,390,0,0,1,0,7,19.0,2.7142857142857144
506,0,0.0,1805,0,0,1,0,14,35.0,2.5
507,0,1.0,2648,0,0,1,0,55,202.0,3.672727272727273
508,0,1.0,296,0,0,1,0,7,26.0,3.7142857142857144
509,0,1.0,1181,0,0,1,0,16,50.0,3.125
510,0,1.0,882,0,0,1,0,22,85.0,3.8636363636363638
511,0,1.0,2157,0,0,1,0,17,58.0,3.411764705882353
513,0,1.0,198,0,0,1,0,23,96.0,4.173913043478261
514,0,1.0,458,0,0,0,1,103,3162.0,30.699029126213592
515,0,1.0,290,1,0,0,0,51,228.0,4.470588235294118
516,0,1.0,246,0,0,1,0,8,25.0,3.125
517,0,0.0,2020,0,0,1,0,5,10.0,2.0
518,0,1.0,125,0,0,1,0,4,8.0,2.0
520,0,0.0,1116,0,0,0,1,22,65.0,2.9545454545454546
521,0,0.0,194,0,0,1,0,4,11.0,2.75
523,0,1.0,2021,0,0,1,0,47,276.0,5.872340425531915
526,0,1.0,1463,0,0,1,0,11,20.0,1.8181818181818181
527,0,1.0,319,0,0,1,0,28,52.0,1.8571428571428572
528,0,0.0,319,0,0,1,0,3,12.0,4.0
529,0,1.0,169,0,0,1,0,16,41.0,2.5625
530,0,0.0,1980,0,0,1,0,62,402.0,6.483870967741935
531,0,1.0,1360,0,0,1,0,50,177.0,3.54
532,0,0.0,426,0,0,1,0,16,70.0,4.375
533,0,1.0,1920,0,0,1,0,8,20.0,2.5
534,0,1.0,1103,0,0,1,0,48,235.0,4.895833333333333
535,0,1.0,258,0,0,1,0,29,111.0,3.8275862068965516
536,0,1.0,744,0,0,1,0,20,75.0,3.75
537,0,1.0,2024,0,0,1,0,48,292.0,6.083333333333333
538,0,1.0,1859,0,0,0,1,69,998.0,14.46376811594203
539,0,0.0,289,0,0,1,0,12,27.0,2.25
540,0,0.0,502,0,0,1,0,10,22.0,2.2
541,0,0.0,1672,0,0,1,0,86,1556.0,18.093023255813954
542,0,1.0,316,0,0,1,0,20,261.0,13.05
543,0,1.0,219,0,0,0,1,42,470.0,11.19047619047619
544,0,1.0,2042,0,0,0,1,119,5360.0,45.04201680672269
546,0,0.0,62,0,0,1,0,5,22.0,4.4
547,0,1.0,1722,0,0,1,0,24,122.0,5.083333333333333
548,0,1.0,1391,0,0,0,1,120,12732.0,106.1
549,0,1.0,350,0,0,1,0,17,164.0,9.647058823529411
550,0,0.0,111,0,0,0,1,30,216.0,7.2
552,0,0.0,89,0,0,1,0,4,11.0,2.75
553,0,1.0,1801,0,0,0,1,79,2897.0,36.67088607594937
554,0,1.0,193,0,0,1,0,4,4.0,1.0
556,0,1.0,1828,0,0,0,1,55,2046.0,37.2
558,0,0.0,76,0,0,1,0,6,15.0,2.5
559,0,1.0,75,0,0,1,0,8,25.0,3.125
560,0,1.0,877,0,0,1,0,31,111.0,3.5806451612903225
561,0,0.0,139,1,0,0,0,68,5312.0,78.11764705882354
562,0,1.0,20,0,1,0,0,2,4.0,2.0
564,0,0.0,1001,0,0,1,0,26,276.0,10.615384615384615
566,0,0.0,814,0,0,0,1,23,230.0,10.0
567,0,0.0,144,0,0,1,0,9,16.0,1.7777777777777777
568,0,1.0,857,0,0,1,0,8,17.0,2.125
569,0,1.0,727,0,0,1,0,15,86.0,5.733333333333333
570,0,0.0,768,0,0,1,0,6,15.0,2.5
571,0,1.0,441,0,0,1,0,38,131.0,3.4473684210526314
